department,region,termination_date,bracket_salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
sales,US,10/01/2004,"medium, 71000",0.58,0.6,4,147,3,0,0,0
marketing,US,04/15/2006,"medium, 79000",0.75,0.95,4,177,3,0,0,0
accounting,US,02/13/2001,"low, 36000",0.65,0.91,4,224,2,1,0,0
sales,US,11/18/2006,"low, 45000",0.95,0.75,3,253,4,0,0,0
support,Europe,17/01/2010,"medium, 73000",0.56,0.61,3,224,3,0,0,0
sales,Europe,18/12/2015,"medium, 86000",0.49,0.7,4,168,3,0,0,0
sales,US,06/22/2008,"medium, 90000",0.78,0.43,4,275,3,0,0,0
accounting,US,08/08/2017,"low, 50000",0.54,0.61,3,152,3,0,0,0
RandD,Europe,19/10/2015,"medium, 79000",0.75,0.78,2,251,6,0,0,0
sales,US,01/07/2003,"low, 32000",0.39,0.75,6,185,3,0,1,0
support,US,09/21/2004,"low, 33000",0.95,0.58,5,169,2,0,0,0
sales,Canada,01/01/2007,"medium, 67000",0.94,0.71,3,175,3,0,0,0
technical,US,06/09/2017,"high, 164000",0.76,0.49,3,138,2,1,0,0
technical,Europe,28/04/2015,"medium, 86000",0.92,0.53,2,249,2,0,0,0
support,US,08/05/2007,"medium, 80000",0.56,0.78,3,200,2,0,0,0
sales,US,07/16/2015,"medium, 67000",0.92,0.49,5,178,2,1,0,0
support,US,09/17/2016,"low, 38000",0.43,0.54,2,150,3,0,0,1
technical,US,04/08/2015,"low, 34000",0.1,0.93,6,270,4,0,0,1
technical,US,10/21/2010,"medium, 71000",0.72,0.39,3,257,3,0,0,0
sales,Europe,28/06/2008,"medium, 89000",0.64,0.94,4,210,3,0,0,0
accounting,US,10/24/2010,"medium, 67000",1,0.56,5,247,3,0,0,0
sales,US,11/20/2009,"medium, 80000",0.77,0.98,4,238,6,0,0,1
sales,US,07/04/2017,"medium, 62000",0.41,0.5,3,193,3,0,0,0
sales,US,06/25/2008,"high, 159000",0.69,0.82,4,137,2,1,0,0
support,US,04/12/2016,"low, 60000",0.73,0.51,3,244,2,0,0,0
marketing,Europe,09/05/2017,"medium, 72000",0.38,0.54,2,112,3,0,0,0
product_mng,US,10/29/2016,"low, 60000",0.59,0.92,3,138,10,0,0,0
support,US,03/01/2004,"medium, 71000",0.67,0.6,4,209,2,0,0,0
product_mng,Europe,15/08/2015,"medium, 75000",0.95,0.52,3,183,2,1,0,0
marketing,Canada,12/11/2015,"low, 45000",0.63,0.53,4,243,2,0,0,0
product_mng,Europe,25/08/2003,"medium, 70000",0.1,0.84,6,286,4,0,0,1
sales,US,09/19/2017,"low, 60000",0.94,0.8,6,147,3,0,0,0
support,US,11/27/2008,"low, 47000",0.15,0.93,4,185,5,0,0,0
support,US,01/29/2005,"medium, 79000",0.64,0.69,5,114,6,0,0,0
technical,US,08/25/2015,"medium, 84000",0.7,0.87,4,252,2,1,0,0
sales,US,11/28/2012,"low, 60000",0.82,0.59,3,210,3,0,0,0
management,Europe,05/04/2004,"low, 43000",0.64,0.56,3,238,2,0,0,0
sales,US,10/17/2015,"medium, 83000",0.41,0.75,4,199,3,0,0,0
technical,US,05/29/2001,"low, 40000",0.85,0.96,5,165,5,0,0,0
product_mng,US,02/27/2012,"low, 46000",0.5,0.77,3,265,3,0,0,0
sales,Europe,30/12/2015,"low, 52000",0.1,0.79,6,256,5,0,0,1
IT,US,04/05/2017,"low, 55000",0.48,0.64,4,146,2,0,0,0
management,Canada,28/03/2009,"medium, 76000",0.41,0.47,2,143,3,1,0,1
accounting,US,03/27/2008,"medium, 66000",0.09,0.93,6,273,5,0,0,1
sales,US,04/15/1991,"low, 53000",0.77,0.99,4,260,3,0,0,0
sales,US,12/03/2008,"low, 59000",0.14,0.79,5,163,6,0,0,0
sales,US,07/25/2017,"low, 34000",0.84,0.98,4,246,3,0,0,0
IT,US,10/13/2016,"medium, 67000",0.75,0.49,4,246,3,0,0,0
hr,Europe,30/01/2005,"low, 41000",0.97,0.63,3,133,3,0,0,0
sales,US,09/23/2009,"medium, 71000",0.51,0.43,3,204,4,0,0,0
product_mng,US,08/23/2015,"low, 39000",0.91,0.89,4,247,5,0,0,1
technical,US,09/12/2017,"medium, 79000",0.23,0.73,5,197,4,1,0,0
accounting,US,08/12/2008,"low, 60000",0.67,0.67,4,226,2,0,0,0
sales,US,01/25/2005,"low, 30000",0.77,0.51,4,141,3,1,0,0
sales,US,12/06/2016,"medium, 62000",0.7,0.56,5,208,3,0,0,0
support,US,06/17/2016,"low, 52000",0.86,1,4,256,3,0,0,0
management,US,07/27/1991,"high, 123000",0.72,0.97,3,239,3,0,0,0
technical,Europe,22/02/2000,"low, 30000",0.4,0.46,2,143,3,0,0,1
management,US,05/03/2004,"medium, 72000",0.94,0.9,2,263,3,0,0,0
support,US,11/29/2016,"medium, 88000",0.97,0.65,3,181,3,0,0,0
sales,US,09/08/2017,"medium, 61000",0.42,0.53,2,142,3,0,0,1
accounting,Europe,05/08/2015,"low, 38000",0.45,0.52,2,143,3,0,0,1
RandD,US,09/21/2002,"medium, 66000",0.3,0.47,6,156,2,1,0,0
technical,US,06/06/2015,"medium, 66000",0.81,0.65,3,195,2,0,0,0
IT,Europe,12/11/2007,"low, 51000",0.56,0.94,3,154,3,1,0,0
sales,Canada,18/07/2015,"low, 55000",0.24,0.7,5,172,4,0,0,0
sales,US,12/04/2017,"medium, 86000",1,0.91,3,160,4,0,0,0
support,US,04/24/2004,"medium, 68000",0.56,0.41,6,142,3,0,0,0
product_mng,US,10/01/2009,"low, 35000",0.7,0.84,3,260,4,1,0,0
RandD,Canada,04/05/2016,"low, 56000",0.48,0.5,4,179,3,0,0,0
hr,Europe,08/03/2014,"low, 49000",0.36,0.51,2,155,3,0,0,1
technical,US,12/04/2017,"low, 43000",0.62,0.75,4,183,4,1,0,0
support,US,07/20/2015,"low, 52000",0.21,0.76,4,165,6,1,0,0
IT,US,11/11/2005,"medium, 64000",0.48,0.67,5,273,3,0,0,0
sales,US,11/15/2015,"low, 59000",0.79,0.44,2,236,3,0,0,0
sales,US,10/09/2015,"low, 52000",0.22,0.9,4,209,5,0,0,0
sales,US,05/06/2006,"medium, 77000",0.19,0.98,5,226,4,1,0,0
technical,US,02/07/2016,"medium, 79000",0.96,0.42,6,101,4,0,0,0
support,Canada,17/03/2004,"medium, 76000",0.97,0.72,5,260,4,0,0,0
hr,Europe,27/09/2000,"medium, 63000",0.64,0.73,4,184,3,0,0,0
product_mng,Canada,13/09/2005,"low, 30000",0.13,0.89,4,249,6,1,0,0
support,US,05/16/2000,"medium, 90000",0.67,0.54,2,136,2,0,0,0
sales,US,09/07/2005,"low, 49000",0.62,0.73,3,144,10,1,0,0
technical,US,05/24/2008,"medium, 77000",0.29,0.37,6,187,10,1,0,0
technical,US,02/09/2006,"low, 40000",0.98,0.8,4,142,2,0,0,0
product_mng,Europe,15/04/2015,"medium, 75000",0.54,0.92,4,228,3,0,1,0
IT,US,01/26/2005,"low, 54000",0.83,0.54,4,189,4,0,0,0
IT,US,07/11/2002,"low, 46000",0.5,0.8,6,201,5,0,0,0
IT,US,07/26/2016,"low, 45000",0.71,0.78,4,227,2,0,0,0
sales,US,07/26/2008,"medium, 81000",0.31,0.95,6,235,5,0,0,1
sales,US,01/29/2016,"medium, 81000",0.88,0.76,4,159,4,1,0,0
technical,US,09/16/2003,"medium, 74000",0.53,0.83,4,249,3,1,0,0
support,APAC,01/01/2018,"high, 152000",0.09,0.86,6,245,4,0,0,1
technical,US,08/27/2015,"medium, 76000",0.61,0.45,3,114,3,0,0,0
technical,Europe,08/07/2017,"medium, 72000",0.43,0.51,2,155,3,0,0,1
RandD,US,09/28/2005,"medium, 85000",0.85,0.54,4,174,2,0,0,0
technical,US,02/17/2003,"medium, 79000",0.59,0.75,3,168,3,0,0,0
sales,Canada,20/11/2015,"high, 148000",0.72,0.73,5,211,2,0,0,0
sales,US,07/12/2016,"medium, 85000",0.65,0.68,4,128,5,0,0,0
technical,US,10/15/2006,"medium, 75000",0.88,0.88,3,220,4,0,0,0
product_mng,US,12/03/2017,"low, 42000",0.72,0.56,4,176,2,0,0,0
support,US,11/14/2009,"low, 42000",0.57,0.68,4,191,3,0,0,0
sales,US,07/21/2009,"medium, 80000",0.77,0.71,2,242,2,0,0,0
sales,Europe,10/10/2009,"medium, 82000",0.66,0.96,4,185,2,1,0,0
sales,US,02/19/2011,"low, 32000",0.6,0.78,6,211,4,1,0,0
sales,US,07/16/2015,"high, 157000",0.15,0.6,5,188,7,0,0,0
technical,US,04/18/2016,"low, 46000",0.81,0.91,4,229,5,0,0,1
RandD,Europe,27/11/2013,"low, 42000",0.46,0.5,2,146,3,0,0,1
sales,US,11/23/2016,"medium, 90000",0.62,0.56,4,267,4,0,0,0
support,US,07/09/2016,"medium, 81000",0.89,0.99,5,257,5,0,0,1
sales,US,01/23/2010,"medium, 66000",0.91,0.74,3,150,2,0,0,0
support,US,10/31/2007,"low, 36000",0.28,0.83,4,206,5,0,0,0
sales,US,09/06/2008,"low, 47000",0.63,0.71,4,244,2,0,0,0
sales,US,09/02/2007,"medium, 77000",0.43,0.45,2,146,3,0,0,1
RandD,Canada,22/11/2015,"medium, 65000",0.54,0.84,4,223,3,0,0,0
product_mng,US,12/20/2015,"medium, 90000",0.5,0.77,3,265,3,0,0,0
accounting,US,09/30/2017,"medium, 64000",0.8,0.87,4,217,3,0,0,0
support,US,08/28/2005,"low, 30000",0.11,0.95,6,245,4,0,0,1
sales,Canada,24/12/2002,"medium, 74000",0.54,0.67,3,243,2,0,0,0
support,US,11/19/2008,"low, 52000",0.09,0.78,6,260,4,0,0,1
sales,US,08/10/2007,"medium, 74000",0.91,0.9,4,250,5,0,0,1
support,US,06/12/2007,"low, 30000",0.1,0.94,6,309,4,0,0,1
sales,US,08/14/2016,"medium, 88000",0.7,0.6,5,208,3,0,0,0
technical,APAC,27/02/2017,"low, 36000",0.7,0.87,5,239,3,0,0,0
IT,Europe,05/05/2008,"medium, 80000",0.66,0.95,3,191,3,0,0,0
support,US,05/13/2007,"medium, 89000",0.17,0.59,4,179,4,0,0,0
accounting,US,04/11/2008,"medium, 66000",0.37,0.57,2,155,3,0,0,1
accounting,US,09/14/2016,"low, 32000",0.72,1,4,245,5,0,0,1
marketing,US,09/05/2017,"medium, 95000",0.65,0.86,5,250,3,0,0,0
management,Europe,16/07/2006,"high, 189000",0.52,0.83,2,227,4,0,0,0
hr,US,09/19/2002,"medium, 65000",0.9,0.87,5,219,2,0,0,0
technical,US,10/28/2015,"medium, 73000",0.4,0.52,2,147,3,0,0,1
technical,Canada,13/11/2009,"medium, 74000",0.6,0.78,4,152,3,1,0,0
technical,Europe,21/12/2004,"medium, 78000",0.88,0.51,3,211,7,0,0,0
technical,US,08/02/2006,"low, 46000",0.99,0.87,4,162,4,0,0,0
management,US,04/10/2017,"low, 35000",0.38,0.45,2,127,3,0,0,1
hr,Canada,26/02/2005,"low, 51000",0.63,0.57,5,149,3,0,0,0
sales,US,04/12/2004,"low, 31000",0.78,0.57,3,177,3,0,0,0
product_mng,Europe,18/06/2003,"medium, 62000",0.93,0.81,3,143,3,0,0,0
hr,US,11/14/2016,"low, 49000",0.85,0.89,4,221,5,0,0,1
management,APAC,12/01/2017,"medium, 89000",0.94,0.7,5,147,2,0,0,0
sales,US,04/28/2016,"low, 35000",0.37,0.48,2,134,3,0,0,1
marketing,US,01/22/2017,"medium, 74000",0.81,0.61,5,231,2,0,0,0
marketing,US,07/04/2015,"medium, 80000",0.57,0.94,3,230,2,0,0,0
sales,US,02/27/2016,"medium, 88000",0.21,0.52,5,130,2,0,0,0
RandD,US,10/27/2016,"low, 53000",0.66,0.53,3,164,6,0,0,0
sales,Europe,13/05/2012,"medium, 78000",0.79,0.51,4,237,2,0,0,0
sales,Canada,03/03/2017,"medium, 71000",0.56,0.47,5,185,4,0,0,0
support,US,12/16/2016,"low, 56000",0.44,0.66,3,162,2,0,0,0
hr,US,02/15/2015,"low, 43000",0.8,0.74,3,228,3,0,0,0
IT,US,12/19/2016,"low, 54000",0.16,0.61,4,171,6,0,0,0
IT,US,03/04/2015,"medium, 81000",0.1,0.9,7,290,4,0,0,1
technical,Europe,11/09/2005,"low, 45000",0.99,0.92,4,229,2,0,0,0
sales,APAC,10/05/2004,"medium, 86000",0.52,0.75,4,266,3,0,0,0
marketing,US,12/14/2017,"medium, 84000",0.38,0.53,2,157,3,0,0,1
technical,US,04/29/2016,"high, 129000",0.87,0.6,2,122,2,0,0,0
sales,US,07/15/2015,"high, 127000",0.91,1,4,257,5,0,0,1
RandD,US,10/06/2016,"medium, 81000",0.91,0.61,4,176,3,0,0,0
sales,Europe,14/06/2016,"low, 46000",0.74,0.37,2,171,4,0,0,0
sales,Europe,05/03/2009,"medium, 72000",0.64,0.55,3,246,2,0,1,0
technical,US,01/15/2006,"low, 30000",0.71,0.75,4,272,4,0,0,0
technical,US,08/25/2016,"medium, 68000",0.91,1,4,251,6,0,0,1
technical,US,09/02/2015,"low, 41000",0.88,0.72,5,244,2,0,0,0
sales,Canada,30/06/2016,"high, 126000",0.1,0.87,6,290,4,0,0,1
sales,US,02/23/2009,"low, 59000",0.73,0.49,3,248,3,0,0,0
sales,US,08/06/2003,"medium, 88000",0.61,0.58,6,146,3,0,0,0
support,US,11/09/1999,"medium, 77000",0.78,0.8,3,135,7,0,0,0
support,US,09/03/2017,"medium, 63000",0.95,0.97,4,203,2,0,0,0
sales,US,03/11/2002,"low, 54000",0.55,0.48,3,162,3,0,1,0
sales,Europe,12/04/2017,"medium, 79000",0.68,0.8,4,186,3,1,0,0
sales,US,09/12/2015,"high, 151000",0.55,0.64,6,148,4,0,0,0
support,Europe,28/07/2002,"low, 38000",0.94,0.53,5,257,2,0,1,0
RandD,US,04/08/2012,"low, 49000",0.11,0.92,7,265,4,0,0,1
sales,US,11/19/2003,"medium, 72000",0.78,0.78,3,252,3,0,0,0
sales,Europe,16/08/2007,"medium, 69000",0.63,0.61,3,205,2,0,0,0
management,US,08/11/2003,"medium, 72000",0.84,0.87,4,246,6,0,0,1
sales,Canada,18/03/2008,"medium, 85000",0.95,0.73,4,238,3,1,0,0
technical,Canada,21/07/2016,"low, 40000",0.55,0.73,4,201,3,0,0,0
product_mng,US,08/24/2012,"medium, 74000",0.42,0.51,2,136,3,0,0,1
support,US,03/27/2008,"medium, 62000",0.17,0.91,6,246,5,0,0,0
sales,US,10/05/2017,"medium, 76000",0.88,0.88,5,248,5,0,0,1
product_mng,US,10/02/2005,"medium, 86000",1,0.63,5,171,3,0,0,0
technical,Europe,01/10/2007,"medium, 62000",0.76,0.99,3,164,2,0,0,0
RandD,US,04/19/2009,"low, 47000",0.61,0.88,5,146,7,1,0,0
sales,US,05/12/2015,"low, 55000",0.89,0.89,5,262,5,0,0,1
RandD,US,01/04/1999,"medium, 82000",0.09,0.96,7,264,4,0,0,1
accounting,US,05/01/2007,"medium, 87000",0.44,0.97,4,240,5,1,0,0
IT,US,10/18/2017,"low, 60000",0.98,0.57,5,141,3,0,1,0
sales,US,12/30/2003,"low, 58000",0.19,0.91,5,145,3,0,0,0
sales,US,03/03/2017,"low, 45000",0.4,0.51,2,144,3,0,0,1
technical,US,05/01/2016,"medium, 80000",0.16,0.96,5,137,5,1,0,0
technical,US,11/15/1994,"medium, 77000",0.43,0.49,2,160,3,0,0,1
sales,US,08/11/2017,"medium, 87000",0.96,0.72,3,157,3,0,0,0
accounting,Europe,19/07/2016,"medium, 63000",0.42,0.54,2,156,3,0,0,1
sales,Europe,02/02/2003,"low, 50000",0.68,0.54,3,251,2,0,0,0
technical,US,11/02/2017,"low, 53000",0.76,0.79,3,162,2,1,0,0
sales,US,05/29/2005,"low, 35000",0.95,0.38,2,103,3,0,0,0
marketing,US,10/01/2003,"low, 45000",0.77,0.86,4,215,2,0,0,0
sales,US,09/28/2005,"high, 143000",0.46,0.57,2,139,3,0,0,1
support,Europe,07/10/2017,"medium, 62000",0.37,0.45,2,126,3,0,0,1
product_mng,US,05/07/2002,"medium, 69000",0.64,0.96,4,152,5,0,0,0
support,US,07/18/2011,"low, 60000",0.4,0.46,2,160,3,0,0,1
technical,US,10/10/2017,"low, 60000",0.81,0.95,5,238,6,0,0,1
technical,US,03/09/2017,"medium, 68000",0.47,0.43,3,120,3,0,0,0
sales,APAC,10/11/2015,"medium, 70000",0.88,0.91,4,234,6,0,0,1
technical,US,06/01/2007,"high, 210000",0.71,0.63,3,204,3,0,0,0
support,US,12/05/2017,"high, 125000",0.65,0.52,5,149,3,0,0,0
sales,Europe,22/12/2009,"low, 32000",0.67,0.84,6,250,2,0,0,0
sales,US,08/21/2016,"medium, 65000",0.78,0.93,4,225,5,0,0,1
product_mng,US,12/22/2015,"high, 116000",0.83,0.86,3,273,3,0,0,0
accounting,Europe,26/02/2001,"low, 59000",0.44,0.53,2,127,3,0,0,1
support,US,08/14/2003,"low, 43000",0.9,0.97,4,239,4,0,0,0
technical,US,10/06/2005,"medium, 68000",0.57,0.55,3,264,2,0,0,0
accounting,US,12/28/2015,"low, 32000",0.8,0.5,3,219,3,0,0,0
support,Europe,01/09/2008,"low, 58000",0.55,0.87,3,215,2,0,0,0
management,Europe,13/11/2003,"low, 58000",0.23,0.88,4,175,6,0,0,0
sales,US,12/24/2002,"medium, 76000",0.49,0.59,5,140,3,0,0,0
sales,US,04/12/2015,"medium, 77000",0.66,0.51,4,254,2,0,0,0
sales,US,10/15/2016,"low, 37000",0.48,0.69,4,222,2,0,0,0
sales,US,10/27/2015,"low, 58000",0.5,0.76,4,229,3,1,0,0
sales,US,02/20/2017,"low, 36000",0.37,0.51,2,155,3,0,0,1
sales,APAC,11/11/2016,"medium, 87000",0.42,0.54,2,156,3,0,0,1
RandD,APAC,02/08/2016,"medium, 64000",0.85,0.91,5,226,5,0,0,1
IT,US,08/07/2005,"low, 57000",0.93,0.75,3,243,2,0,0,0
technical,US,06/14/2016,"medium, 88000",0.52,0.84,2,266,2,0,0,0
hr,Europe,31/08/2011,"low, 43000",0.81,0.97,3,133,3,0,0,0
support,US,07/07/2016,"low, 54000",0.52,0.8,5,234,3,0,0,0
technical,Europe,09/05/2016,"low, 45000",0.69,0.9,4,148,2,0,0,0
sales,US,05/31/2016,"low, 34000",0.81,0.81,4,177,3,0,0,0
technical,US,10/06/2015,"medium, 72000",0.22,0.52,6,217,6,0,0,0
product_mng,US,05/03/2007,"low, 52000",0.93,0.6,4,184,3,0,0,0
management,US,11/06/2005,"low, 38000",0.98,0.92,3,254,3,0,0,0
IT,US,04/19/2015,"medium, 75000",0.56,0.59,3,185,2,0,0,0
technical,US,03/13/2015,"low, 36000",0.66,0.99,3,183,2,0,0,0
accounting,Canada,10/12/2016,"low, 33000",0.45,0.54,2,184,2,0,0,0
management,US,02/05/2012,"medium, 69000",0.89,0.86,3,261,4,0,0,0
technical,US,01/20/2003,"low, 60000",0.31,0.7,4,182,3,0,0,0
sales,US,11/08/2006,"low, 36000",0.6,0.98,4,146,10,0,0,0
product_mng,US,02/17/2016,"low, 39000",0.87,0.71,5,244,2,0,0,0
hr,US,11/15/2008,"low, 47000",0.98,0.53,4,166,2,0,0,0
IT,US,12/03/2016,"low, 34000",0.1,0.89,7,308,4,0,0,1
management,Canada,29/04/2005,"medium, 103000",0.53,0.85,2,164,5,0,0,1
sales,APAC,30/03/2013,"low, 30000",0.52,0.72,4,222,3,0,0,0
sales,Canada,13/07/2011,"low, 33000",0.5,0.46,3,165,3,0,0,0
RandD,Europe,19/05/2017,"medium, 64000",0.97,0.49,4,213,2,0,0,0
sales,Europe,09/10/2015,"low, 52000",0.77,0.74,2,187,6,0,0,0
sales,US,06/20/2004,"low, 55000",0.67,0.6,5,253,6,0,0,0
IT,Europe,31/01/2004,"low, 45000",0.77,0.71,5,250,3,1,0,0
management,US,02/05/2003,"medium, 65000",0.72,0.47,5,168,6,0,0,0
management,Canada,05/12/2016,"medium, 75000",0.83,0.82,4,243,5,0,0,1
marketing,APAC,17/12/2016,"low, 55000",0.98,0.68,3,203,3,0,0,0
support,US,07/15/2016,"medium, 66000",0.92,0.87,4,226,6,1,0,1
support,US,08/26/2016,"medium, 88000",0.44,0.45,2,156,3,0,0,1
RandD,US,10/09/2001,"medium, 74000",0.22,0.53,4,244,2,0,0,0
IT,US,05/30/2005,"low, 56000",0.52,0.89,3,188,6,0,0,0
sales,US,11/10/2016,"medium, 77000",0.29,0.66,3,256,2,1,0,0
sales,US,01/08/2012,"medium, 62000",0.5,0.73,3,154,10,0,0,0
support,APAC,21/12/2016,"low, 56000",0.53,0.82,5,184,3,0,0,0
sales,US,09/21/2007,"low, 49000",0.78,0.5,5,247,4,0,0,0
product_mng,US,01/21/2018,"medium, 90000",0.44,0.51,2,156,3,0,0,1
management,US,01/16/2010,"high, 147000",0.83,0.69,4,151,2,0,0,0
support,US,02/08/2016,"medium, 86000",0.57,0.78,3,134,3,0,0,0
management,US,01/14/2015,"medium, 69000",0.2,0.5,6,282,6,1,0,0
technical,US,12/02/2011,"low, 41000",0.4,0.56,2,148,3,0,0,1
sales,US,03/23/2016,"low, 34000",0.99,0.5,4,173,3,0,0,0
product_mng,US,03/31/2016,"medium, 77000",0.72,0.98,4,180,2,0,0,0
IT,US,12/08/2016,"low, 42000",0.89,0.51,4,185,3,1,0,0
technical,Europe,30/06/2009,"high, 144000",0.65,0.7,3,231,3,0,0,0
sales,APAC,20/02/2005,"medium, 74000",0.67,0.6,5,253,6,0,0,0
sales,US,01/20/2003,"medium, 68000",0.24,0.94,6,144,4,0,0,0
IT,Europe,27/04/2015,"low, 43000",0.77,0.74,5,263,2,0,0,0
technical,Europe,23/03/2008,"low, 39000",0.74,0.98,4,160,2,0,0,0
hr,US,11/27/2002,"medium, 62000",0.67,0.75,4,133,2,0,0,0
hr,US,03/06/2008,"medium, 63000",0.56,0.83,3,236,3,1,0,0
support,US,03/21/1991,"medium, 83000",0.92,1,5,259,5,0,0,1
support,US,09/20/2004,"high, 140000",0.69,0.76,3,174,6,0,0,0
technical,US,05/15/2008,"medium, 88000",0.09,0.89,7,308,5,0,0,1
product_mng,US,11/02/2017,"high, 189000",0.58,0.81,4,266,2,0,0,0
product_mng,US,10/25/2005,"low, 53000",0.77,0.88,2,169,3,0,0,0
sales,US,10/29/2001,"medium, 81000",0.73,0.72,5,178,2,0,0,0
sales,US,06/26/2001,"low, 60000",0.33,0.82,5,249,6,0,0,0
technical,APAC,06/09/2015,"low, 32000",0.91,0.77,4,239,2,0,0,0
support,APAC,04/11/2010,"low, 39000",0.11,0.79,6,264,4,0,0,1
support,US,11/19/2009,"low, 60000",0.44,0.67,5,170,3,1,0,0
technical,US,01/08/2017,"medium, 79000",0.57,0.56,3,224,2,0,0,0
support,US,12/25/2016,"low, 40000",0.48,0.77,5,250,2,0,1,0
sales,US,04/24/2003,"low, 38000",0.76,0.87,5,245,5,0,0,1
RandD,Europe,23/06/2007,"low, 36000",0.31,0.77,4,149,3,0,0,1
technical,US,07/11/2005,"medium, 61000",1,0.97,3,216,3,1,0,0
technical,US,03/24/2007,"medium, 66000",0.51,0.8,5,268,3,0,0,0
sales,US,05/26/2016,"medium, 69000",0.96,0.89,3,142,4,0,0,0
technical,US,10/08/2014,"low, 60000",0.95,0.8,3,225,2,0,0,0
technical,US,02/22/2009,"low, 35000",0.77,0.93,4,171,2,0,0,0
support,US,05/14/2015,"medium, 66000",0.7,0.55,4,233,2,0,0,0
technical,US,03/13/2017,"medium, 67000",0.98,0.97,4,196,4,0,0,0
sales,US,11/05/2006,"low, 48000",0.63,0.48,4,179,3,0,0,0
IT,Canada,20/11/2017,"medium, 81000",0.77,0.49,2,286,7,0,0,0
technical,US,05/25/2007,"medium, 102000",0.74,0.96,5,222,2,0,0,0
management,US,12/25/2017,"low, 39000",0.1,0.97,7,282,4,0,0,1
product_mng,Canada,26/03/2002,"medium, 89000",0.43,0.53,2,147,3,0,0,1
IT,US,06/22/2016,"low, 52000",0.51,0.48,5,136,4,0,0,0
sales,US,08/25/2016,"medium, 85000",0.69,0.85,3,200,2,0,0,0
sales,Europe,26/11/2015,"medium, 72000",0.59,0.88,3,159,2,0,0,0
technical,US,04/29/2005,"medium, 89000",0.58,0.67,2,180,2,0,0,0
hr,US,06/07/2011,"low, 47000",0.85,0.82,4,270,5,0,0,1
management,US,02/24/2000,"medium, 62000",0.74,0.91,2,264,3,0,0,0
support,Europe,15/04/2017,"medium, 80000",0.84,0.97,5,251,5,0,0,1
technical,US,01/10/2017,"high, 195000",0.64,0.61,3,263,3,0,0,0
RandD,US,03/03/2017,"medium, 76000",0.79,0.74,3,238,2,0,0,0
support,US,12/12/2017,"low, 48000",0.15,0.74,6,212,2,0,0,0
RandD,Canada,06/02/2010,"medium, 86000",0.76,0.73,3,158,2,0,0,0
sales,US,04/11/2017,"medium, 67000",0.65,0.84,3,154,3,0,0,0
technical,US,08/31/2017,"low, 36000",0.36,0.52,2,147,3,0,0,1
technical,US,08/03/2016,"low, 57000",0.79,0.99,4,177,3,1,0,0
sales,Canada,21/05/2005,"medium, 66000",0.44,0.54,2,133,3,0,0,1
support,Canada,25/07/2017,"medium, 61000",0.86,0.96,4,146,3,0,0,0
sales,Europe,04/03/2006,"medium, 69000",0.38,0.52,2,154,3,0,0,1
accounting,US,02/10/2015,"medium, 66000",0.6,0.9,4,260,2,0,0,0
sales,US,12/19/2006,"medium, 83000",0.87,0.71,5,145,4,0,0,0
sales,US,03/14/2000,"medium, 76000",0.66,0.95,4,183,3,0,0,0
IT,Canada,14/05/2015,"medium, 72000",0.25,0.59,4,166,5,0,0,0
IT,Europe,28/02/2017,"low, 31000",0.43,0.47,2,130,3,0,0,1
hr,US,11/01/2017,"medium, 75000",0.89,1,5,224,5,0,0,1
sales,US,04/05/2008,"medium, 80000",0.37,0.56,2,156,3,0,0,1
sales,US,01/31/2009,"medium, 78000",0.74,0.9,4,189,2,0,0,0
technical,Canada,24/11/2017,"low, 55000",0.78,0.99,2,188,2,0,0,0
marketing,US,07/03/2016,"low, 53000",0.96,0.93,5,141,2,1,0,0
technical,US,05/25/2007,"low, 47000",0.44,0.51,2,150,3,0,0,1
support,Canada,27/08/2003,"medium, 75000",0.77,0.91,4,239,3,1,0,0
product_mng,US,07/01/2007,"low, 35000",0.17,0.61,6,154,10,1,0,0
IT,Europe,15/12/2004,"low, 45000",0.76,0.4,2,122,5,0,0,0
support,Canada,04/01/2018,"high, 125000",0.7,0.73,4,240,2,1,0,0
support,Canada,23/11/2015,"low, 47000",0.78,0.89,4,272,2,0,0,0
sales,US,05/02/2003,"medium, 76000",0.1,0.84,6,261,4,0,0,1
sales,Canada,05/10/2016,"low, 56000",0.32,0.52,4,191,2,0,0,0
accounting,US,09/03/2000,"low, 33000",0.99,0.58,4,183,3,0,0,0
sales,US,10/09/2016,"low, 42000",0.13,0.97,3,156,2,0,0,0
IT,US,09/14/2010,"low, 60000",0.85,0.85,4,258,2,0,0,0
sales,US,06/29/2006,"medium, 65000",0.21,0.85,6,285,7,0,0,0
technical,US,01/04/2016,"medium, 75000",0.97,0.76,6,142,2,0,0,0
support,US,04/10/2007,"medium, 83000",0.9,0.62,5,236,6,0,0,0
technical,US,11/19/2011,"low, 47000",0.09,0.8,6,304,4,0,0,1
technical,US,10/14/2007,"low, 48000",0.91,0.54,3,210,2,0,0,0
RandD,US,06/12/2016,"low, 52000",0.57,0.59,4,206,3,0,0,0
technical,US,10/27/2016,"high, 124000",0.51,0.89,3,230,4,0,0,0
sales,US,11/13/2016,"medium, 61000",0.83,0.92,3,268,2,1,0,0
IT,APAC,30/06/2016,"medium, 65000",0.37,0.54,2,152,3,0,0,1
